Title,Content,sp_players,Title,Title
"Giusti &#8211; Rivera vs Eyzaguirre - Casasempere",,,"Giusti &#8211; Rivera vs Eyzaguirre - Casasempere","Giusti &#8211; Rivera vs Eyzaguirre - Casasempere"
"Botero Piedrahita &#8211; Verástegui vs Sica - Pizarro",,,"Botero Piedrahita &#8211; Verástegui vs Sica - Pizarro","Botero Piedrahita &#8211; Verástegui vs Sica - Pizarro"
"Freyre &#8211; Brosky vs Ponce - Unda",,,"Freyre &#8211; Brosky vs Ponce - Unda","Freyre &#8211; Brosky vs Ponce - Unda"
"Hurtado Sotomayor &#8211; Martínez Cuadro vs Romero - Merino",,,"Hurtado Sotomayor &#8211; Martínez Cuadro vs Romero - Merino","Hurtado Sotomayor &#8211; Martínez Cuadro vs Romero - Merino"
"Sfeir &#8211; Amigo vs Montaner Reyes - Montaner Covarrubias",,,"Sfeir &#8211; Amigo vs Montaner Reyes - Montaner Covarrubias","Sfeir &#8211; Amigo vs Montaner Reyes - Montaner Covarrubias"
"Vargas &#8211; Diaz vs Amaro Castro - Arance Ibieta",,,"Vargas &#8211; Diaz vs Amaro Castro - Arance Ibieta","Vargas &#8211; Diaz vs Amaro Castro - Arance Ibieta"
"Vidal &#8211; Benítez vs Vogel - Silva",,,"Vidal &#8211; Benítez vs Vogel - Silva","Vidal &#8211; Benítez vs Vogel - Silva"
"Vera &#8211; Viel vs Álvares Jara - Álvarez Velez",,,"Vera &#8211; Viel vs Álvares Jara - Álvarez Velez","Vera &#8211; Viel vs Álvares Jara - Álvarez Velez"
"Valenzuela Niedbalski &#8211; Garcia vs Eyzaguirre - Casasempere",,,"Valenzuela Niedbalski &#8211; Garcia vs Eyzaguirre - Casasempere","Valenzuela Niedbalski &#8211; Garcia vs Eyzaguirre - Casasempere"
"Romero Duarte &#8211; Valenzuela vs Giusti - Rivera",,,"Romero Duarte &#8211; Valenzuela vs Giusti - Rivera","Romero Duarte &#8211; Valenzuela vs Giusti - Rivera"
"Martiz &#8211; Kattan vs Ponce - Unda",,,"Martiz &#8211; Kattan vs Ponce - Unda","Martiz &#8211; Kattan vs Ponce - Unda"
"Botero Piedrahita &#8211; Verástegui vs Romero - Merino",,,"Botero Piedrahita &#8211; Verástegui vs Romero - Merino","Botero Piedrahita &#8211; Verástegui vs Romero - Merino"
"Freyre &#8211; Brosky vs Montaner Reyes - Montaner Covarrubias",,,"Freyre &#8211; Brosky vs Montaner Reyes - Montaner Covarrubias","Freyre &#8211; Brosky vs Montaner Reyes - Montaner Covarrubias"
"Hurtado Sotomayor &#8211; Martínez Cuadro vs Amaro Castro - Arance Ibieta",,,"Hurtado Sotomayor &#8211; Martínez Cuadro vs Amaro Castro - Arance Ibieta","Hurtado Sotomayor &#8211; Martínez Cuadro vs Amaro Castro - Arance Ibieta"
"Sfeir &#8211; Amigo vs Vogel - Silva",,,"Sfeir &#8211; Amigo vs Vogel - Silva","Sfeir &#8211; Amigo vs Vogel - Silva"
"Vargas &#8211; Diaz vs Álvares Jara - Álvarez Velez",,,"Vargas &#8211; Diaz vs Álvares Jara - Álvarez Velez","Vargas &#8211; Diaz vs Álvares Jara - Álvarez Velez"
"Vidal &#8211; Benítez vs Eyzaguirre - Casasempere",,,"Vidal &#8211; Benítez vs Eyzaguirre - Casasempere","Vidal &#8211; Benítez vs Eyzaguirre - Casasempere"
"Vera &#8211; Viel vs Giusti - Rivera",,,"Vera &#8211; Viel vs Giusti - Rivera","Vera &#8211; Viel vs Giusti - Rivera"
"Valenzuela Niedbalski &#8211; Garcia vs Romero Duarte - Valenzuela",,,"Valenzuela Niedbalski &#8211; Garcia vs Romero Duarte - Valenzuela","Valenzuela Niedbalski &#8211; Garcia vs Romero Duarte - Valenzuela"
"Sica &#8211; Pizarro vs Romero - Merino",,,"Sica &#8211; Pizarro vs Romero - Merino","Sica &#8211; Pizarro vs Romero - Merino"
"Martiz &#8211; Kattan vs Montaner Reyes - Montaner Covarrubias",,,"Martiz &#8211; Kattan vs Montaner Reyes - Montaner Covarrubias","Martiz &#8211; Kattan vs Montaner Reyes - Montaner Covarrubias"
"Botero Piedrahita &#8211; Verástegui vs Amaro Castro - Arance Ibieta",,,"Botero Piedrahita &#8211; Verástegui vs Amaro Castro - Arance Ibieta","Botero Piedrahita &#8211; Verástegui vs Amaro Castro - Arance Ibieta"
"Freyre &#8211; Brosky vs Vogel - Silva",,,"Freyre &#8211; Brosky vs Vogel - Silva","Freyre &#8211; Brosky vs Vogel - Silva"
"Hurtado Sotomayor &#8211; Martínez Cuadro vs Álvares Jara - Álvarez Velez",,,"Hurtado Sotomayor &#8211; Martínez Cuadro vs Álvares Jara - Álvarez Velez","Hurtado Sotomayor &#8211; Martínez Cuadro vs Álvares Jara - Álvarez Velez"
"Sfeir &#8211; Amigo vs Eyzaguirre - Casasempere",,,"Sfeir &#8211; Amigo vs Eyzaguirre - Casasempere","Sfeir &#8211; Amigo vs Eyzaguirre - Casasempere"
"Vargas &#8211; Diaz vs Giusti - Rivera",,,"Vargas &#8211; Diaz vs Giusti - Rivera","Vargas &#8211; Diaz vs Giusti - Rivera"
"Vidal &#8211; Benítez vs Romero Duarte - Valenzuela",,,"Vidal &#8211; Benítez vs Romero Duarte - Valenzuela","Vidal &#8211; Benítez vs Romero Duarte - Valenzuela"
"Vera &#8211; Viel vs Valenzuela Niedbalski - Garcia",,,"Vera &#8211; Viel vs Valenzuela Niedbalski - Garcia","Vera &#8211; Viel vs Valenzuela Niedbalski - Garcia"
"Romero Merino - Concha Vial",,,"Romero Merino - Concha Vial","Romero Merino - Concha Vial"
"Amaro Castro – Arance Ibieta vs Concha - Vial",,,"Amaro Castro – Arance Ibieta vs Concha - Vial","Amaro Castro – Arance Ibieta vs Concha - Vial"
"Vogel – Silva vs Concha - Vial",,,"Vogel – Silva vs Concha - Vial","Vogel – Silva vs Concha - Vial"
"Álvares Jara – Álvarez Velez vs Concha - Vial",,,"Álvares Jara – Álvarez Velez vs Concha - Vial","Álvares Jara – Álvarez Velez vs Concha - Vial"
"Eyzaguirre – Casasempere vs Concha - Vial",,,"Eyzaguirre – Casasempere vs Concha - Vial","Eyzaguirre – Casasempere vs Concha - Vial"
"Giusti – Rivera vs Concha - Vial",,,"Giusti – Rivera vs Concha - Vial","Giusti – Rivera vs Concha - Vial"
"Montaner Reyes – Montaner Covarrubias vs Concha - Vial",,,"Montaner Reyes – Montaner Covarrubias vs Concha - Vial","Montaner Reyes – Montaner Covarrubias vs Concha - Vial"
"Romero Duarte – Valenzuela vs Concha - Vial",,,"Romero Duarte – Valenzuela vs Concha - Vial","Romero Duarte – Valenzuela vs Concha - Vial"
"Valenzuela Niedbalski – Garcia vs Concha - Vial",,,"Valenzuela Niedbalski – Garcia vs Concha - Vial","Valenzuela Niedbalski – Garcia vs Concha - Vial"
"Vera – Viel vs Concha - Vial",,,"Vera – Viel vs Concha - Vial","Vera – Viel vs Concha - Vial"
"Vidal – Benítez vs Concha - Vial",,,"Vidal – Benítez vs Concha - Vial","Vidal – Benítez vs Concha - Vial"
"Vargas – Diaz vs Concha - Vial",,,"Vargas – Diaz vs Concha - Vial","Vargas – Diaz vs Concha - Vial"
"Sfeir – Amigo vs Concha - Vial",,,"Sfeir – Amigo vs Concha - Vial","Sfeir – Amigo vs Concha - Vial"
"Ponce – Unda vs Concha -Vial",,,"Ponce – Unda vs Concha -Vial","Ponce – Unda vs Concha -Vial"
"Hurtado Sotomayor – Martínez Cuadro vs Concha -Vial",,,"Hurtado Sotomayor – Martínez Cuadro vs Concha -Vial","Hurtado Sotomayor – Martínez Cuadro vs Concha -Vial"
"Freyre – Brosky vs Concha -Vial",,,"Freyre – Brosky vs Concha -Vial","Freyre – Brosky vs Concha -Vial"
"Botero Piedrahita – Verástegui vs Concha -Vial",,,"Botero Piedrahita – Verástegui vs Concha -Vial","Botero Piedrahita – Verástegui vs Concha -Vial"
"Martiz – Kattan vs Concha -Vial",,,"Martiz – Kattan vs Concha -Vial","Martiz – Kattan vs Concha -Vial"
"Sica – Pizarro vs Concha -Vial",,,"Sica – Pizarro vs Concha -Vial","Sica – Pizarro vs Concha -Vial"
